"Sales","Awareness","Liking","Consideration","InstagramAds","TikTokAds","SEA","PoSPromotions","InfluencerColabs","Time","predicted_sales"
70294.667288253,21.638416592576,5.40842150166647,7.32124957171959,364,913,158,123,950,522,69041.5251063168
72083.3120556756,21.9292352432907,5.47227148370249,7.45551243087111,349,358,731,56,572,523,69280.060370963
67290.7375267789,22.0165370531486,3.21931682316902,5.92350658674728,38,381,973,15,811,524,68641.0849782041
61210.6936279458,22.2239939414322,-12.4679423803897,-9.4417789880649,25,513,1863,287,751,525,60904.1803381637
63087.8566294699,21.8659725099687,-4.28808401591811,-0.797892443163194,327,177,1453,277,786,526,65286.3246179328
67397.1867411878,21.8405895000017,2.58073542598688,5.36366331718969,777,215,1146,332,696,527,68179.3556578947
76806.3790819179,21.9117195020139,16.9285996557394,20.1714250458853,849,254,848,346,680,528,75557.2924302686
62334.2605332997,22.1987709147361,-7.21309935614348,-4.30405715289837,781,356,3236,37,780,529,63452.3999604788
72605.4575103744,22.3336456606499,14.5476597953004,17.5434358903421,349,617,2520,166,793,530,74245.8869951205
72459.3299637518,22.0102757895638,10.1055614364478,13.6628517480582,92,559,2550,433,618,531,72319.9202846247
65689.095934953,21.972367562467,0.408949511233816,3.72090593805738,197,452,442,117,485,532,67571.6084375849
63587.6131516385,22.0002331624236,-11.4038638202422,-7.66989790305429,1259,389,1927,52,932,533,61832.0323881629
72229.918073421,21.9011309897459,12.0286812446026,15.4683893447191,1316,438,1164,213,1005,534,73186.7931662539
69133.6136123248,21.8350719508434,5.61530475745339,8.28055912929794,1426,316,1648,144,669,535,69580.7584544472
66588.3276501457,21.8471380089402,1.74775836509201,4.59115501727964,390,500,1035,205,698,536,67846.6204252236
71228.1502853106,22.2298779379064,10.0778412815057,13.2180813884087,1181,114,1785,175,1081,537,72126.8308530892
67001.3094615005,22.4350034064731,-1.45567858650318,1.88542175066559,995,928,2923,167,855,538,66369.7707515417
66404.1277025393,21.7370628451671,-0.204474291980194,2.39646922244283,76,329,1350,41,882,539,66858.919416297
66077.5982706914,22.0457241286449,-0.381858718476933,2.33233638552684,392,550,2135,44,711,540,66747.006464278
71797.107874321,21.325488032217,10.6541257453112,12.7656891460127,955,655,60,207,780,541,71716.7705966283
69733.4974550858,21.6732556633331,5.46291817108051,8.15508490467673,673,33,1324,86,704,542,69704.5883334835
68429.1829780407,21.8443234946508,4.58045974291149,7.15307748367117,676,523,546,177,562,543,69075.0307054106
71368.1605960501,21.8870354832554,11.7470092330992,14.6436173809092,220,423,3371,156,507,544,72846.2418425659
70708.7987659614,22.0015202674906,6.14852178576417,8.34679769196285,1487,171,683,95,1120,545,69607.0841358168
61832.836192012,21.9551038707238,-3.56650559430856,-0.929922353997517,23,939,735,366,1024,546,64956.2160443814
67763.9718598996,21.7652186758442,3.59847309423685,6.17333008289109,1221,240,280,236,745,547,68555.6598329782
67163.0322439985,22.0588255115846,1.99082476115454,4.71262700822248,182,503,945,192,1011,548,67912.3627747809
66991.0702633952,21.9066755265568,-2.64519269253371,0.400018383090712,867,325,1015,146,665,549,65803.5082146718
63484.5206561811,21.9143421810105,-5.49282867669056,-2.79745462761062,667,142,1301,267,842,550,64173.0006260237
70867.7482227131,22.043468964595,14.1162449468275,17.1744087847893,1081,90,896,258,752,551,74093.9983876236
69991.5229532146,22.0978611552602,5.2591329733767,7.46628064405572,782,815,313,243,1023,552,69066.8154451706
69495.6916769236,21.8912822951754,7.00962938310289,9.84754028083268,725,421,2000,385,612,553,70329.665171115
69012.9007669574,21.8808719069021,5.05808728587781,8.0676064493801,574,199,1024,94,1046,554,69664.4581374446
74070.2329302168,21.3199454795372,13.3981439094587,14.6750387182332,458,78,9,206,545,555,72764.3223161412
60906.7302824053,21.7459497736044,-7.88483925347686,-5.18668900135436,978,22,190,153,685,556,63060.4482156772
66155.5869030334,22.0636323638634,-3.49206151592074,-0.921275927696491,1354,323,1887,124,798,557,65017.3865083115
67879.3641977244,21.8909253152666,2.97170314303308,6.00577426958755,355,357,1651,160,844,558,68603.9068806966
69111.3767603631,21.6815353781752,2.38310901846076,4.38239401485403,1156,169,157,188,694,559,67648.3327533257
66320.0027274336,21.8159385700098,-1.04785630077386,2.23577953658479,1141,685,4211,285,627,560,66490.1212013219
65872.9370919233,21.6611141002472,2.68319911259161,5.23842587071535,546,112,916,259,670,561,68176.8416807166
56954.5652808922,21.8841007531256,-17.3948969447557,-14.2432645711059,135,779,3653,116,593,562,58501.554782987
66751.0962074009,21.779629258263,0.263178451634362,2.9337711189929,838,316,913,216,796,563,66982.6860261656
71085.8626697212,21.6764032480793,6.11559506160844,8.68772157794047,409,993,1069,173,640,564,69746.559199771
65188.2351882236,21.9929548173534,-1.21541994681484,1.82440327884575,383,672,2726,217,436,565,66431.3707490518
68231.2921402182,22.0086559045064,3.14962000231111,6.05448797775173,188,63,2838,268,585,566,68636.4863542722
73876.7846251535,21.9794389815522,15.1105595354046,17.9266550763009,1044,506,2059,105,721,567,74389.8612462399
71867.0307624498,21.5894855251564,11.0848411416064,14.2614663535723,831,997,165,293,1053,568,72475.1108244513
70522.5567155126,21.8404889178399,5.20613597939852,7.55678260783739,138,531,656,126,843,569,69317.4643961766
62980.854298749,21.954211978461,-5.90002279036094,-2.42115536490927,1040,935,766,200,868,570,64274.9409846097
66998.1329467448,22.0886822756465,5.41024542347594,7.73545079678346,622,110,574,150,953,571,69426.6890711974
63092.8735851626,21.9529622199987,-5.00909925184838,-2.54304005174193,1419,299,1899,175,674,572,64180.5195669598
65720.0998568465,22.1530001593451,-4.3089094603331,-1.20865632662342,220,635,2866,113,848,573,64987.4020138466
64097.6207500437,22.2872100763289,-2.12812963591062,1.15049632551004,907,888,2947,199,960,574,65995.1623504356
68893.2250331677,21.628175372468,0.838905328476982,4.18281214967677,1020,65,2775,263,960,575,67637.7810669693
67788.1448398218,21.8097463791673,2.54651544617475,4.97371861897765,1270,243,67,326,791,576,67901.1630302408
66566.7156097378,21.9142917723426,3.99033739844081,6.60796470848471,772,367,1036,28,994,577,68865.2215597184
71318.6275877967,21.8399488883988,11.5031143275931,14.8175948510668,961,419,1226,199,726,578,72914.6996447766
71681.34137877,21.8398943802271,10.1856514413604,12.5077723527725,293,405,61,139,788,579,71787.8083865179
67609.3992816037,21.7618037513381,1.3671462773074,3.50229397648918,315,398,1012,90,616,580,67307.8467287496
66054.7377849708,22.0881505635194,-1.85720478552318,1.13098378596651,1038,208,1037,191,883,581,66135.4139619369
62729.4524655876,22.1003611363135,-8.57552107640982,-5.65960809785554,955,519,1104,166,662,582,62724.6374390306
68145.3356419776,21.5026053310764,2.63072853564783,4.52454201718201,18,810,184,61,851,583,67747.621433584
66920.8388736884,21.9530255012463,-4.65753844617915,-0.283448060954902,739,694,3432,262,981,584,65432.3458041424
65279.6618080908,21.5967275749252,-3.52620260475489,-0.999898974426802,89,9,226,182,676,585,65209.9145974873
61237.6417589833,21.8974285402518,-11.5347127656884,-8.37135552169361,659,897,563,156,712,586,61375.047373593
66152.1534253751,22.0429225175822,-1.3189435221359,2.33605097360953,799,690,1419,235,654,587,66717.5352083366
70595.8135141131,21.8599919373023,6.51876868345708,9.63470215961916,1174,530,1798,226,761,588,70245.213131192
69380.3253426491,22.1762523619684,2.96175933923074,5.32147961366349,867,848,1623,137,844,589,68029.5470438356
65742.0520027566,21.960800281221,1.0716019395251,3.71755671415971,697,539,1406,160,766,590,67353.2757635632
69583.7678277187,21.9849098069091,3.95290009340718,6.98891758406532,52,645,1018,218,1008,591,69048.0740404644
66636.708571411,22.1804006777852,-1.50359793530364,2.17701752571794,64,689,1792,293,722,592,66695.7721092107
72599.776538808,21.9375157323215,4.1998041925684,7.34519144580127,1195,32,1497,270,965,593,69200.2255221081
72857.204858883,22.0979110655455,8.85825122097624,11.4166896243324,258,851,1422,88,861,594,71171.1258994795
65063.36466633,22.1666176503456,-6.76752611631104,-3.68116104794796,772,977,1864,250,992,595,63575.5181386696
67328.7034402169,22.0424275659616,-5.04683150766302,-2.09466171577388,430,225,1325,10,723,596,64682.8414691245
78658.3077419194,21.8387931513969,22.8314163228785,25.6495830171735,1463,137,2306,122,693,597,78232.4984026702
71636.0810881716,22.0356453961967,9.72107929564052,13.1368275874544,184,549,597,215,434,598,72186.7175086457
69510.7240297476,21.874028273851,4.83237462047222,7.42633314710403,794,645,2075,72,792,599,69168.9781255558
68966.3366342777,21.9256987251777,1.3812571306679,4.75292823339834,1106,537,1890,175,916,600,67876.8407930413
71536.1734322964,21.8545601884259,11.6905242120841,14.8663383588159,1280,68,2001,205,875,601,72931.6328630915
68493.5694608891,21.7591602859993,5.951371112479,8.04996164592589,152,294,232,172,893,602,69568.4644158051
77705.0012388582,21.9800044474671,16.5341730339931,19.3067778829031,168,205,2032,103,1075,603,75224.7630944002
73096.8189261968,21.8361898966309,11.4364465909817,14.2954213698265,1257,515,725,77,810,604,72605.7981469609
62882.8101385836,21.9848268768691,-3.59452043289517,-0.663939431071164,1485,335,1210,44,1104,605,65203.8783846772
67486.138003595,21.9933066949368,4.97290530440043,8.069681903622,825,692,1234,237,737,606,69486.8182835297
65632.9067341673,21.8788775765183,-2.87159098407174,-0.705718869724322,1016,561,973,115,730,607,65091.365713134
66802.541691354,21.7380881953824,-2.77159389952357,0.144322232187088,665,984,1058,230,700,608,65498.4484834914
62452.1644338944,22.0111737758064,-5.2191939138076,-3.1082709330541,747,118,414,134,890,609,64023.9737975693
68560.8363451879,22.0438699591432,5.1747527287214,8.34237195504693,432,175,903,220,1048,610,69792.4427403468
74141.427414102,21.9543588431151,11.9043067923931,14.7488175146627,1386,562,1087,209,676,611,72744.8229617628
68038.1644779129,22.1356246503668,0.577229259320922,3.98452335900404,1081,287,1312,230,991,612,67548.1676464354
62625.5023119208,21.7860503700765,-8.67282360307661,-6.00846264195594,797,295,1470,206,984,613,62541.8928431341
64045.252869528,22.033197547122,-8.11998089597209,-5.19131359936427,776,925,1020,119,758,614,62907.2585878707
70413.5684699995,21.9818170011531,4.16336849081294,7.34940325855265,846,907,1924,241,882,615,69064.3991069261
61646.8619977172,21.6455033963237,-9.48591015221062,-6.87400464914696,578,139,204,39,760,616,62281.1324411164
68829.5237034194,22.0207931675851,6.8926290916922,9.61301714305601,698,567,1034,320,744,617,70218.1852655373
70385.5590283213,21.9176310138692,3.92730597962956,6.49343295727534,341,255,1950,102,824,618,68833.3837674315
68167.3651938015,21.7348533323505,1.66323607733164,4.53207917948559,1102,258,705,48,743,619,67859.6370934935
68479.0494880276,21.7313022874657,3.63107735561977,6.13546219707955,11,45,2350,184,982,620,68677.9980168458
73560.7227886841,21.9708208282663,11.2869069222341,13.9905161671353,446,101,2195,94,956,621,72577.2814190851
60442.4233152515,21.8511133455528,-6.57424853348556,-4.29181972438321,885,203,869,72,1092,622,63425.4343172193
69428.1943382337,21.8432989378513,2.02717260398377,4.57873077414096,370,243,655,208,634,623,67875.826488103
76005.7516464943,21.7454303222833,12.3682093418843,15.0075731609635,220,866,990,243,709,624,72905.8749200104
60784.6743052973,22.0245872285396,-11.97224616556,-9.49999509463459,19,592,1152,149,1036,625,60852.4547767106
68824.0274617492,22.0210693464561,5.3043637819929,7.89031266551194,1074,920,1497,171,1071,626,69262.2517152311
72015.1779401455,21.6515121677205,5.46785341806053,7.69380654067757,1248,343,314,122,903,627,69280.5337713257
65730.0373409928,21.9461158195557,-4.44062672587112,-1.28851825249906,1491,679,2398,162,1063,628,64765.0263768653
71341.9498635779,21.9975695275628,7.60921017868609,10.7902204792363,262,907,1679,178,845,629,70875.611173828
69302.9465872435,22.0625668646093,2.03982601713617,5.67411327899094,241,320,1598,326,901,630,68461.769101502
62785.342545252,21.942245447238,-7.29105154217032,-4.35950671347136,1087,52,1383,3,1019,631,63500.9630798686
65643.7540297496,22.0346461766562,-3.40544017156797,0.0669833764517801,172,90,932,198,803,632,65800.1490459451
68895.3217134217,22.413975926781,2.57206926526835,5.94528540731639,1372,766,4391,301,902,633,68277.4732274314
70096.8499829269,21.7384389128656,5.88507730824874,8.71716039351476,851,443,1396,163,965,634,69840.0903085025
66054.6787877897,21.949771731502,-1.20381598111096,1.92632437834723,521,644,2278,64,591,635,66551.3729591382
68955.8685843115,22.2313410744014,-1.86127295649749,1.97686006405934,1032,373,2781,155,914,636,66594.2951009988
65765.5852099833,21.7799436338213,0.567058910637458,3.28198724551032,442,883,867,136,886,637,67115.5638191601
66756.4313069402,21.63925844501,2.95858242835044,5.09978731697654,299,681,74,171,912,638,68010.0156382798
68620.9249677767,21.7929050767094,4.64027196428526,6.59576688406551,350,103,321,174,839,639,68849.0328973925
65792.757034902,21.9434151148918,-2.37465213052747,0.288990764357639,912,528,198,360,960,640,65564.4823376409
66025.5813808826,21.8261977240184,1.83264742160509,4.83930854556706,557,661,831,248,1041,641,67901.4895137258
67926.1657564388,22.1471667480685,6.85971991936721,8.73844226975334,596,132,1418,144,719,642,69863.6259957398
70093.2920061079,22.1591155052391,8.41366570146276,11.2869800881625,480,66,1125,192,887,643,71251.5316067606
67770.2512888827,22.1527781713054,3.05323653347513,5.81512889510717,127,647,2203,262,726,644,68393.1463682562
67911.1981318433,22.2134657227791,-0.847416571133347,2.53042084695177,791,771,3456,53,941,645,66781.8665327745
67629.3238581282,21.9757299861158,-2.70038514755551,0.101418267369097,1269,447,1602,27,828,646,65581.2588107757
65056.9389593514,22.1194067316973,-5.31925250973862,-1.55915656526676,341,198,1801,113,668,647,65008.7329269448
66625.9577797206,21.9552067223961,-7.1860415792229,-4.28573194140329,1141,984,361,298,799,648,63229.4276440844
68427.6048906346,22.0895338723442,6.52823787592589,9.01830175568065,358,884,1429,106,808,649,69949.6545901536
68855.5743100452,21.8172571119723,1.04951762149641,3.27626206451008,6,176,257,270,812,650,67223.735197845
67262.9680476317,22.3662116299641,0.297940740879019,3.01346790544884,1451,463,3227,148,911,651,66897.6327567586
68334.4282624334,21.4997135309315,4.35475646713214,6.85313460560757,611,597,206,290,492,652,68865.7476649446
65088.0975465357,22.1063228238546,-3.61039560680989,-1.49221773079769,418,604,343,250,834,653,64714.0974949158
71756.0737795481,21.9390230248423,10.190071334018,12.3521223450805,1129,245,277,327,868,654,71534.8381152802
72596.5146428985,21.954623601688,10.9932289338653,13.6332251773761,598,412,944,131,651,655,72335.5747677278
67779.5982558618,22.0260168360408,3.18949830872265,6.65138905860589,1276,159,2613,287,948,656,68823.9856238274
66999.9003320238,21.9527820643903,2.56655647552546,5.62469685877522,870,601,619,153,778,657,68334.3809747749
62736.8501084336,22.0833047552946,-10.6926249416924,-7.8855213608947,402,270,844,62,963,658,61767.0470230167
67322.4914038935,21.9190922168032,-4.97792712210375,-2.2065349141388,892,54,2538,171,907,659,64475.3253355601
68536.3275520568,22.2487928803017,2.61744798454161,5.73748377727478,516,656,1310,138,825,660,68420.8845678677
72190.7617869321,21.8585640533242,12.1747344880803,14.5821632161913,556,743,823,303,710,661,72633.1998083661
64356.1923385015,21.930333907002,-1.17499136566165,1.69722593825052,1145,350,441,195,926,662,66365.8475785065
70167.7445164505,22.2105406172351,2.81501380789292,5.70273470734555,552,63,2039,211,873,663,68449.023795562
72854.3805775455,21.8584645846598,15.3841686290902,18.2355747565161,923,432,1466,184,849,664,74549.4488726532
61188.4621453274,21.9196928656277,-8.62827429790567,-5.50451253368755,734,59,2773,123,1031,665,62910.3223247873
72065.9562969351,22.0885016114548,5.8825952903535,8.67519510778962,208,926,1488,155,828,666,69800.8229862686
69007.1774360859,21.9388896337066,7.73898890459083,10.2566431842921,666,5,1405,47,851,667,70744.1276747142
71273.6097722523,21.9206980285643,6.47073438837872,9.06201168256887,667,297,766,226,1000,668,70025.857908849
64020.7916702057,22.1846409691792,-2.15433293755857,0.755788137986084,9,901,2541,337,684,669,65823.9811291111
70591.0020790275,21.8955816308161,11.6251891594315,14.8202194962285,203,52,2128,151,803,670,73070.6878984089
67864.522257949,21.8844018019921,0.608290966204155,3.11343110172036,82,214,531,324,848,671,67127.5752333011
68013.3838677494,22.1142640130351,1.66247173597331,4.81577196992727,605,15,3002,90,839,672,68074.8977278544
65938.5667549653,21.8286679195475,1.76331801081385,3.80631431886313,995,475,289,43,955,673,67369.7882179423
67289.9119513784,21.9548645815309,-3.36381739290761,-0.745423483102159,1374,347,451,252,640,674,65087.8751521714
71327.7227792827,21.8660674480613,9.91297218696934,12.3985025744091,205,324,504,57,886,675,71802.2022594801
66825.2539568606,21.9683970769544,4.31462025483175,6.7823181703361,1368,284,1293,168,665,676,68829.5494666348
66533.9329817093,21.8488481606829,-2.06855409174885,0.81543261575105,848,188,1753,245,700,677,65958.2760338745
71224.544572336,21.8711863087667,3.54228387820968,5.97467756483276,279,393,3185,297,693,678,68427.7396534721
66049.1224881384,22.2840087851474,-9.8889999620057,-7.07131239338466,1158,334,3062,300,837,679,61916.7589495321
62720.5425767433,22.0535299904121,-7.79499536842736,-5.06732415745624,575,718,1928,274,746,680,62925.4616759964
68724.7352736913,21.6053648760097,2.77275526607954,5.33298989396093,98,143,327,316,760,681,68255.9163523235
61313.0383666016,22.0983377853195,-10.8486748519402,-7.40670982747616,1188,758,1833,127,980,682,61823.6554696113
69563.9048969717,22.0620068092925,4.38652971025005,7.62695044571468,545,31,2064,144,549,683,69495.3612899483
70562.4616313902,22.1732812371027,4.17085873965516,6.88645846834558,145,508,1944,158,933,684,68988.4996306332
67382.4171368064,21.8687621384219,1.30434395225711,3.8727192525224,1333,491,1411,71,858,685,67386.6187519896
63889.1003305351,21.7379711283438,-6.0218476689707,-3.20919958230235,835,125,166,302,776,686,63979.16887444
62081.9732784614,21.8553885960937,0.608783210401438,2.8844814651601,248,899,510,131,896,687,66897.9686123848
65019.6937934268,22.0435606053642,-2.27659586925694,0.94047764913137,107,316,2298,265,833,688,66096.4006452937
70653.186654212,22.0020794483351,3.96498314387073,6.40254494632046,256,660,1950,104,976,689,68686.9819178516
69024.7663601207,22.0466179093915,2.17462983190229,5.52998634584979,88,208,2788,202,661,690,68437.5564564625
66739.7790676716,21.914529383387,-3.4556286272296,-0.349642655411364,670,489,1829,285,822,691,65338.3868908957
64943.7923102698,22.1720860841431,2.62418133101216,6.28747141785022,557,164,3248,240,657,692,68776.618134898
62069.4277767951,21.790642727469,-9.36907684403691,-6.76549092295782,259,659,296,119,827,693,62220.028632011
68087.7108256043,21.8136303199552,4.44483349324967,7.31357754233722,128,235,573,196,671,694,69304.897945182
67542.4061617347,21.9747919859483,-0.0216640887366919,3.01001274918416,953,897,2335,208,732,695,66896.9677050359
66634.4114443116,21.5440554020989,-1.68766793991102,0.499401085367628,773,551,150,187,671,696,65708.8037514572
63963.5724686003,22.0724107984812,-4.66342966323232,-1.96911244580533,620,675,1663,58,782,697,64560.2628685796
64380.8836972798,21.9751172534586,-2.27491693657881,0.97564914081855,1412,436,2788,219,700,698,65946.3438881568
76651.4529019005,21.9510755568971,16.2931131595426,19.7235019735035,174,242,2519,298,685,699,75423.0457865133
70287.2296739871,21.8959097109716,5.54939818718522,7.61608289162256,483,444,234,171,942,700,69276.5485531014
68333.626076814,22.0222652498691,6.03137861355382,9.00462314861191,613,353,1298,255,813,701,70022.8531520731
70731.6033938671,21.9427924638301,4.83020055881103,7.65904554087554,1303,773,1313,43,772,702,69255.7826018537
73069.0042989463,22.0296715508988,5.53348977105213,9.81651719760284,1360,440,2430,145,822,703,70491.5541913984
62028.4672166206,21.940112630351,-3.61039683815442,-1.35257622321471,345,54,1300,201,849,704,64924.2884108971
63723.8118660926,22.0490711601633,-7.20261249235673,-4.49049120234714,830,937,681,59,984,705,63242.7115926524
71003.6285698232,22.0926624388759,5.02661961179036,8.10720096044232,1078,191,2377,202,823,706,69567.4720083791
69172.6952227108,22.1848337490176,-0.27361173494278,2.04073986542288,1025,657,1120,57,831,707,66469.5418328643
66974.8699371522,21.7985916565246,0.00140980522829395,2.63983383215611,648,767,349,69,766,708,66837.2392598108
73140.745580121,22.0937994209509,12.6884949695163,15.5322856809946,765,168,2725,129,802,709,73286.0286892053
73558.18202599,22.0682045481405,7.6456938216251,10.4364956505422,491,217,170,138,830,710,70834.1883616085
63218.6570050977,22.0003230719207,-10.3942349566243,-8.1999527213704,1305,256,1186,150,582,711,61402.411989985
66880.4673317169,21.8425921256974,-0.120051206825539,2.1237816075528,1366,556,1434,289,685,712,66375.2789676418
71153.4683619222,21.7580477599937,5.30563133573342,8.0876109207999,219,671,514,196,738,713,69568.1215213315
65836.2779924909,21.8862003418155,-0.0899591870007558,2.27400345620763,488,874,434,171,494,714,66587.8037381573
67274.2257433983,21.782922923194,-1.14109296183574,2.25808041920516,1222,441,1463,235,683,715,66644.6637816734
72831.5403067246,21.9115605874981,11.2007053238037,13.8046301020206,675,271,1852,163,501,716,72408.528219239
71049.9193176234,20.8388666974028,6.95063323629902,8.37443977327891,714,758,2,30,800,717,69535.2380711269
65248.9532968841,21.7049515850434,-2.81486871925262,-0.231980449911168,501,610,1765,162,798,718,65381.3576255177
68961.6194641874,22.0284396707773,3.06038193894381,6.19857424273505,612,570,1125,143,1035,719,68646.577544116
69523.9111214538,21.9173251470159,0.58644220806684,3.91913620671796,1058,612,2595,42,770,720,67496.7620259773
72613.2033684468,21.4239502972161,12.2332548708827,14.1719637360571,469,569,40,100,614,721,72528.6242756801
71880.3738469892,22.0100629283962,5.22450881191841,7.31981846244659,455,118,460,34,585,722,69283.0938687284
68853.912476037,21.9262067511329,-0.519684040156143,2.66174575657992,338,396,2290,192,784,723,66932.0229334512
67209.9655792621,22.2410507087586,3.90209919556875,6.95357401313027,1128,515,1333,265,734,724,68920.0773735175
62914.0239099035,21.7947765807113,-4.83192900597875,-1.79619416981969,1464,91,552,130,940,725,64695.2985455435
66800.8129004379,22.1622357938072,-2.78394681069754,-0.327523253241468,769,868,3198,45,379,726,65274.9321724796
66213.0618447798,21.8240045600474,-6.02147089419147,-2.67239669950996,700,373,906,221,629,727,64297.4445661307
67619.9819317201,22.0994643896854,-0.243617606573207,3.6861034400416,328,943,4171,230,786,728,67349.8431904421
67021.9505789104,22.1657225438579,2.31872188557509,5.45962229776953,661,621,960,154,969,729,68268.5059814077
71934.7016323884,22.044832685899,10.625063642562,13.5089272485357,207,968,1788,178,1012,730,72170.0582453747
73811.159289398,21.7800409406278,11.0423732846646,13.1148889538214,960,220,522,139,879,731,72001.3194281989
72142.4833449071,22.1703906726664,12.0974121304958,14.5207564397072,198,114,2600,186,1015,732,72783.9709825081
67299.0839949695,22.0661828609198,-0.755134591072582,2.70330684325517,1257,273,1819,397,636,733,66832.5149984524
65882.4745954382,22.073697300784,-2.92487428849746,-0.829280626576037,171,617,517,2,927,734,65166.2124917176
67685.8352002214,22.0035373878236,3.61473620778819,6.9489981340408,1154,861,1960,188,1062,735,68869.7844673732
70195.4179634088,21.9121937216681,6.68373780584832,8.9129083941049,725,196,262,214,960,736,69943.4331965704
64110.4180699588,21.8575590416201,-7.89217577151102,-4.93987480992179,86,698,915,214,781,737,63125.4066184306
70629.4805446937,21.9016819852361,2.69089399230714,5.71062609383441,1004,649,430,259,631,738,68310.3531543273
72605.7093099489,22.1996087407667,12.940918108222,16.248987765646,878,395,4462,135,621,739,73598.7454754583
60481.7497889617,22.4562966173561,-14.5346668328157,-11.5666333296776,293,363,2061,305,779,740,59834.5012769512
64299.1362494293,22.0130089305108,-5.86343106272428,-2.93378773434348,712,16,2629,224,705,741,64150.6542145803
64358.4801585396,21.9158773228604,-3.35862892913574,0.388293066728503,1157,660,893,157,755,742,65766.1670241736
63301.420269336,21.9874023027489,-0.314034170031514,3.51796385683515,1458,65,3231,212,622,743,67347.9196776066
63175.6933013885,22.2261644546231,-6.58136013556326,-2.81740602656025,1192,790,3096,156,929,744,64089.6492814412
66692.9221052816,22.1078221223398,4.38821464281861,7.35294270616646,240,996,1487,219,767,745,69122.3393486927
65804.3321804664,22.1262222342202,-2.62904616261547,0.37960139182217,296,898,1658,55,753,746,65755.7972018276
70016.7446174574,21.6242374519065,-0.619159141146068,2.5531232675713,513,220,750,67,746,747,66983.9273678802
61575.7421705617,21.7897568158538,-5.82778729742226,-2.30475530655387,1077,690,836,207,433,748,64402.0736907734
66443.2439113627,21.8128496087975,-1.59829153561279,0.624090135332533,1493,341,2237,13,662,749,65763.4392056785
66781.6621469832,21.6213008374077,-0.634844318649582,1.52017716805429,1340,573,349,152,683,750,66148.0382232283
66345.8465078225,22.1092772675233,1.71125309236341,4.67070093455951,492,79,1053,78,817,751,68033.6522138791
70205.4319269909,22.052580435363,5.87239712237949,8.85267740377116,208,965,2384,221,871,752,69848.8703066312
71928.6971385661,22.0339855226341,7.70653705632547,10.5133528122467,871,264,749,284,923,753,70734.0133637326
68101.6003639209,22.1849134861214,4.86797646484627,7.69213598049001,590,488,2110,79,927,754,69381.9502857453
63401.8423296607,22.0066192939049,-5.10740742311437,-2.1530097106271,60,904,1353,73,1084,755,64502.3962256361
67011.8334043907,22.0600345790802,-2.99182459615434,-0.0889973945991171,149,749,903,285,663,756,65482.8549122491
69810.0096174845,21.9331824370599,4.49392122770205,7.40169178276825,1313,440,3180,115,719,757,69134.9499100095
65034.0392233016,22.0061188508748,-2.39715147912166,0.211730561183819,1316,502,2286,40,704,758,65579.4712308659
71070.9996486634,22.1939457134176,5.27261713785703,8.76350201255051,277,177,1950,420,815,759,69959.3077544826
66261.5243079478,22.1791139322095,-4.08024989292969,-1.08004662925428,423,220,812,228,663,760,65115.6824998096
77681.7076350298,22.0849473101277,19.083330437545,22.1559538257799,866,392,1446,111,902,761,76567.7335253789
65186.9445294186,22.0589915720611,-2.32388577480401,0.338086504026014,478,76,748,62,749,762,65870.844889197
69964.5307201268,21.9864611772624,9.26857860765567,11.9544922086551,716,898,1043,139,853,763,71372.1793075371
58984.2750604395,22.2870563732122,-15.1006669502913,-11.9307052882049,845,184,2956,76,859,764,59721.8438146098
70774.1264737022,22.1043555204474,12.8621312078981,14.9428460354861,809,633,615,221,976,765,72797.8393674973
65616.380510987,21.7735829513677,-3.65880106722803,-0.802848162152863,300,206,1356,81,655,766,65298.5104278213
65453.190563577,22.117052837999,-7.30393800324444,-4.2131497223934,1124,713,3100,36,916,767,63394.2344314826
65812.1213267871,21.9562544070639,-1.70936416072425,1.71014873312191,210,819,2484,151,848,768,66421.8909979566
66212.7486909287,21.6477390678057,-1.17152570715088,1.51353692409875,504,759,959,177,862,769,66234.2390568784
69159.1430223917,21.7964023642478,7.35940886573018,9.0093540475058,666,418,34,123,1058,770,69918.8862144422
68931.7714439024,21.9118157724781,1.8473266585503,4.24318628692496,724,799,721,187,559,771,67538.1390434665
65792.127715397,21.9369045931924,-2.56561231940567,1.21972011185007,1282,39,3012,202,710,772,66235.1080825089
63189.1895661129,22.3356030356327,-8.5794636153174,-5.37275447896509,124,37,2343,326,868,773,63001.604254954
71272.5799025384,21.6176831525982,4.67017720976832,7.42634939704667,981,399,1067,92,869,774,69227.3680835204
72062.3452350022,21.9913634119594,7.27051294312352,10.3059042290321,1298,598,1083,201,648,775,70574.6373611973
67282.1989463558,22.136884120119,-4.34621594182764,-1.55425984834356,370,775,580,164,677,776,64772.4992460653
67793.6929236831,21.9429693621272,4.16177186687666,6.819562289513,1301,969,1117,45,778,777,68780.1426061686
70929.2648765273,21.8209174969347,5.61346481689336,8.72703056250476,499,272,2000,257,946,778,69905.4297841001
69888.0584794125,22.1997100539918,5.64108220631605,8.02515276821966,466,117,1838,143,770,779,69578.0710561086
65697.9359399075,21.8265227854599,-1.55390161230819,1.72587417796974,469,262,681,403,813,780,66437.3671841921
59457.7928860204,22.0937143593249,-12.2656936005883,-9.33470833882749,969,754,1126,58,928,781,60885.054990659
63905.9846734656,21.9729147151327,-4.65138115377447,-1.96253987580073,682,697,328,170,1011,782,64520.6690669246
